Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт 1,Веб-сайт 2,Instagram,Facebook,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL,Тип
Tulga,барбершоп,Барбершопы,"проспект Азаттык, 46",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,,,,,,,,,https://instagram.com/tulga.barbershop,,,,,,,,,47.096806,51.923536,https://2gis.com/firm/70000001071472894,branch
Студия красоты,,Эпиляция; Оформление бровей и ресниц,"микрорайон Привокзальный-5, 26",1 кабинет; 1 этаж,,Привокзальный-5 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,,,87782085801,,,,,,https://instagram.com/mira_master06,,https://wa.me/77782085801,,,,,,,47.127974,51.944182,https://2gis.com/firm/70000001075510208,branch
Born beauty,студия красоты,Ногтевые студии; Визажисты; Эпиляция,"проспект Каныша Сатпаева, 60",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.0,8,87075564584,,,,,,https://instagram.com/bornbeauty_atyrau,,https://wa.me/77075564584,,,,,,,47.10243,51.887162,https://2gis.com/firm/70000001076113167,branch
Студия красоты,,Ногтевые студии; Визажисты; Оформление бровей и ресниц,"улица Шокан Уалиханов, 13 блок Б",цокольный этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+05:00,,,87028027607,,,,,,,,https://wa.me/77028027607,,,,,,,47.108175,51.934038,https://2gis.com/firm/70000001080426891,branch
Aveo beauty,студия лазерной эпиляции,Эпиляция,"проспект Азаттык, 129Б",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,6,87027508520,,,,,,https://instagram.com/aveo.beauty,,https://wa.me/77027508520,,,,,,,47.088833,51.911225,https://2gis.com/firm/70000001081031069,branch
KM,парикмахерская,Парикмахерские,"улица Шокан Уалиханов, 13 блок Б",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,,,87786805804,,,,,,,,https://wa.me/77786805804,,,,,,,47.108247,51.934005,https://2gis.com/firm/70000001081225145,branch
Парикмахерская,,Парикмахерские,"улица Гизат Алипов, 1",20 кабинет; 1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00 (по предварительной записи),+05:00,,,87013696979,,,,,,,,https://wa.me/77013696979,,,,,,,47.098322,51.921201,https://2gis.com/firm/70000001086918667,branch
Студия эпиляции,,Эпиляция,"улица Академика Жарбосынова, 71",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 12:00-20:00; Вт: 12:00-20:00; Ср: 12:00-20:00; Чт: 12:00-20:00; Пт: 12:00-20:00; Сб: 12:00-20:00; Вс: 12:00-20:00,+05:00,,,87013848271,,,,,,https://instagram.com/sugar__laura,,https://wa.me/77013848271,,,,,,,47.110174,51.903091,https://2gis.com/firm/70000001089190468,branch
Студия эпиляции,,Эпиляция,"микрорайон Привокзальный 3а, 26а",,,Привокзальный-3а м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,,,87782084244,,,,,,https://instagram.com/shugaring_nurgul_,,https://wa.me/77782084244,,,,,,,47.125728,51.951202,https://2gis.com/firm/70000001089190747,branch
Magic Lazer,кабинет лазерной эпиляции,Эпиляция,"улица Халела Досмухамедова, 113",9 кабинет; 1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,,,87751258857,,,,,,https://instagram.com/magic_laser_atyrau,,https://wa.me/77751258857,,,,,,,47.11537,51.897367,https://2gis.com/firm/70000001089223982,branch
Кабинет эпиляции ,,Эпиляция,"улица Доссор, 18",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,,+05:00,,,87755094640,,,,,,https://instagram.com/shugaring_wax_atyrau,,https://wa.me/77755094640,,,,,,,47.11228,51.932767,https://2gis.com/firm/70000001089371230,branch
Ару,парикмахерская,Парикмахерские,"проспект Азаттык, 59",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,,+05:00,,,,,,,,,,,,,,,,,,47.097449,51.923043,https://2gis.com/firm/70000001089585961,branch
Lash Afro ,,Парикмахерские; Оформление бровей и ресниц; Эпиляция; Ногтевые студии,"проспект Азаттык, 93",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,,,87085794699 (Зумрут),,,,,,https://instagram.com/lash_afro_atyrau,,https://wa.me/77085794699,,,,,,,47.092817,51.920026,https://2gis.com/firm/70000001089700381,branch
Сұлу әйелдер ,парикмахерская,Парикмахерские,,,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 11:00-21:00; Вт: 11:00-21:00; Ср: 11:00-21:00; Чт: 11:00-21:00; Пт: 11:00-21:00; Сб: 11:00-21:00; Вс: 11:00-21:00 (по предварительной записи),+05:00,,,87773608689,87759834446,,,,,,,https://wa.me/77773608689,https://wa.me/77759834446,,,,,,,,https://2gis.com/firm/70000001090129555,branch
Мерей,салон красоты,Парикмахерские; Ногтевые студии; Эпиляция,"проспект Азаттык, 126/1",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,"Пн: 10:00-13:00, 14:00-20:00; Вт: 10:00-13:00, 14:00-20:00; Ср: 10:00-13:00, 14:00-20:00; Чт: 10:00-13:00, 14:00-20:00; Пт: 10:00-13:00, 14:00-20:00; Сб: 10:00-13:00, 14:00-20:00; Вс: 10:00-13:00, 14:00-20:00",+05:00,,,87768008986,,,,,,,,https://wa.me/77768008986,,,,,,,47.084026,51.90337,https://2gis.com/firm/70000001090393967,branch
MK,студия перманентного макияжа,Оформление бровей и ресниц; Услуги пирсинга,"проспект Азаттык, 67",1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+05:00,,,87026020560,,,,,,https://instagram.com/khussainova.madina,,https://wa.me/77026020560,,,,,,,47.095881,51.922597,https://2gis.com/firm/70000001090680965,branch
Кабинет мастера по бровям ,,Оформление бровей и ресниц,"улица Салтанат Балгымбаев, 67",в салоне Insarai beauty,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,,,87758881196,,,,,,https://instagram.com/gulzada.abd,,https://wa.me/77758881196,,,,,,,47.112588,51.914788,https://2gis.com/firm/70000001090700185,branch
Dari nails,ногтевая студия,Ногтевые студии; Обучение мастеров для салонов красоты,"улица Салтанат Балгымбаев, 67",2 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,,,87753778994,,,,,,https://instagram.com/dari_nails_atyrau,,,,,,,,,47.112634,51.915004,https://2gis.com/firm/70000001091475810,branch
Кабинет эпиляции,ИП Кондыбаева А. А.,Эпиляция,"Сарыарка микрорайон, 39",,,Сарыарка м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,,,87784055090,,,,,,https://instagram.com/sugarboss_assem,,https://wa.me/77784055090,,,,,,,47.108579,51.906893,https://2gis.com/firm/70000001091863644,branch
Кабинет косметолога,,Косметолог,"улица Виссарион Белинский, 9а",3 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,,+05:00,,,87023665498,,,,,,https://instagram.com/lyazzat_rysmukhan,,,,,,,,,47.125782,51.928178,https://2gis.com/firm/70000001093619207,branch
Inju,студия косметологии,Косметолог,"проезд Темиржол, 8а",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-22:00; Сб: 11:00-22:00; Вс: 11:00-22:00,+05:00,5.0,2,87016276545,,,,,,https://instagram.com/salon_inju_atyrau,,https://wa.me/77016276545,,,,,,,47.113205,51.928198,https://2gis.com/firm/70000001094577919,branch
Arev.studio,кабинет маникюра и макияжа,Ногтевые студии; Визажисты,"улица Отешкали Атамбаев, 77а",38 кабинет; 3 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,,+05:00,5.0,1,,,,,,,https://instagram.com/arev_nails_makeup_master,,,,,,,,,47.09299,51.919499,https://2gis.com/firm/70000001094886851,branch
Nail Artist,ногтевой сервис,Ногтевые студии,"улица Отешкали Атамбаев, 77а",36 кабинет; 3 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,,+05:00,,,87752332159,,,,,,https://instagram.com/nailartist_atyrau,,,,,,,,,47.09299,51.919499,https://2gis.com/firm/70000001094886877,branch
Салон красоты,,Парикмахерские,"проспект Азаттык, 67",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,,+05:00,,,87782148643 (администратор ),,,,,,,,,,,,,,,47.095995,51.922051,https://2gis.com/firm/70000001095041704,branch
Кабинет шугаринга,,Эпиляция,"улица Гизат Алипов, 1",22 кабинет; 1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,,+05:00,,,87712096640,,,,,,,,https://wa.me/77712096640,,,,,,,47.098322,51.921201,https://2gis.com/firm/70000001095131397,branch
Кабинет косметолога ,,Косметолог,"Георгия Канцева улица, 3",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,,,87782636548,,,,,,https://instagram.com/kim_cosmet,,https://wa.me/77782636548,,,,,,,47.106078,51.932719,https://2gis.com/firm/70000001096260270,branch
Анар,косметологический кабинет,Косметолог,"Четвёртый проезд, 7",9 кабинет; 2 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,,+05:00,,,87789575838,,,,,,,,https://wa.me/77789575838,,,,,,,47.118614,51.931465,https://2gis.com/firm/70000001096864520,branch
Кабинет депиляции,,Эпиляция,"проспект Мухтара Ауэзова, 26",,,Жилгородок м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,4,87029022926,,,,,,https://instagram.com/shugar_svetlanapak,,https://wa.me/77029022926,,,,,,,47.095419,51.905344,https://2gis.com/firm/70000001097380557,branch
Кабинет маникюра и педикюра,,Ногтевые студии,"улица Гизат Алипов, 1",23 кабинет; 1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00 (по предварительной записи),+05:00,,,87028111722,,,,,,https://instagram.com/atyrau_manikur_86,,https://wa.me/77028111722,,,,,,,47.098322,51.921201,https://2gis.com/firm/70000001097440988,branch
Парикмахерская,,Парикмахерские,"проспект Азаттык, 53",1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи: пн-вс),+05:00,,,87022556006,87018125151,,,,,https://instagram.com/yuliya_razymova,,https://wa.me/77018125151,https://wa.me/77022556006,,,,,,47.098615,51.922655,https://2gis.com/firm/70000001097441201,branch
Омар,парикмахерская,Парикмахерские; Ногтевые студии,"Муса Баймуханова улица, 65/3",211 бутик,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,"Пн: 08:00-13:00, 14:00-20:00; Вт: 08:00-13:00, 14:00-20:00; Ср: 08:00-13:00, 14:00-20:00; Чт: 08:00-13:00, 14:00-20:00; Пт: 08:00-13:00, 14:00-20:00; Сб: 08:00-13:00, 14:00-20:00; Вс: 08:00-13:00, 14:00-20:00",+05:00,5.0,10,87758160901,,,,,,https://instagram.com/bekkzzat0901,,https://wa.me/77758160901,,,,,,,47.127314,51.956929,https://2gis.com/firm/70000001097631716,branch
Lazer,,Косметолог; Эпиляция,"улица Гизат Алипов, 2а",Б корпус; 1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,,,87788126190,,,,,,,,https://wa.me/77788126190,,,,,,,47.09862,51.924729,https://2gis.com/firm/70000001099055987,branch
Kyoto spa,,SPA-процедуры,"улица Адмирал Лев Владимирский, 44а",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,,+05:00,,,,,,,,,https://instagram.com/Kyoto_spa_atyrau,,,,,,,,,47.103317,51.894418,https://2gis.com/firm/70000001099887784,branch
Ногтевая студия,,Ногтевые студии,"улица Курмангазы, 8Б",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи),+05:00,,,87789791445,,,,,,https://instagram.com/allure_naills,,,,,,,,,47.100334,51.877973,https://2gis.com/firm/70000001097307568,branch
Гаухар,кабинет частного косметолога,Косметолог,"улица Курмангазы, 8Б",1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи),+05:00,,,87750258973,,,,,,https://instagram.com/gauhar_kuralbaikyzy,,,,,,,,,47.100334,51.877973,https://2gis.com/firm/70000001097307573,branch
Кабинет шугаринга,,Эпиляция; Оформление бровей и ресниц,"улица Курмангазы, 8Б",16 кабинет; 2 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,,,87028111411,,,,,,https://instagram.com/sladkiy_shugaring,,https://wa.me/77028111411,,,,,,,47.100294,51.877923,https://2gis.com/firm/70000001049800736,branch
Aigerria_keratin,студия,Парикмахерские; Обучение мастеров для салонов красоты,"улица Курмангазы, 8Б",11 кабинет; 2 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,5.0,1,87751644447,,,,,,https://instagram.com/aigerria_keratin_atyrau,,https://wa.me/77751644447,,,,,,,47.100294,51.877923,https://2gis.com/firm/70000001057267816,branch
Massage_assem_atyrau,кабинет массажиста,Эпиляция; Массажист,"улица Курмангазы, 8Б",3 кабинет; 2 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,,+05:00,,,87754953119,,,,,,https://instagram.com/massage_assem_atyrau,,https://wa.me/77754953119,,,,,,,47.100294,51.877923,https://2gis.com/firm/70000001098552653,branch
Студия шугаринга,,Парикмахерские; Эпиляция; Оформление бровей и ресниц; Массажист,"микрорайон Авангард-2, 16Б",1 этаж,,Авангард-2 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,"Пн: 10:00-13:00, 14:00-20:00; Вт: 10:00-13:00, 14:00-20:00; Ср: 10:00-13:00, 14:00-20:00; Чт: 10:00-13:00, 14:00-20:00; Пт: 10:00-13:00, 14:00-20:00; Сб: 10:00-13:00, 14:00-20:00; Вс: 10:00-13:00, 14:00-20:00",+05:00,4.0,3,87025414808,,,,,,https://instagram.com/gaukhar_diamond_beauty_atyrau,,https://wa.me/77025414808,,,,,,,47.097055,51.878751,https://2gis.com/firm/70000001070344603,branch
Ainurkaa_kz,ногтевая студия,Ногтевые студии,"микрорайон Авангард-2, 16Б",цокольный этаж,,Авангард-2 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,,+05:00,5.0,1,87753630370,,,,,,https://instagram.com/Ainurkaa_kz,,https://wa.me/77753630370,,,,,,,47.096946,51.878612,https://2gis.com/firm/70000001094457539,branch
Ibragimovna_lash06,студия красоты,Ногтевые студии; Оформление бровей и ресниц,"микрорайон Авангард-2, 16Б",,,Авангард-2 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00 (по предварительной записи),+05:00,5.0,1,87028766625,,,,,,https://instagram.com/ibragimovna_lash06,,https://wa.me/77028766625,,,,,,,47.096897,51.878489,https://2gis.com/firm/70000001094549497,branch
Студия красоты,,Эпиляция; Оформление бровей и ресниц; Массажист,"микрорайон Авангард-2, 5",кабинет с левой стороны,,Авангард-2 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,5.0,5,87789822890,,,,,,https://instagram.com/shugaring_kuralai8,,https://wa.me/77789822890,,,,,,,47.097766,51.875685,https://2gis.com/firm/70000001080852617,branch
Xristina nailmaster,ногтевая студия,Ногтевые студии,"микрорайон Авангард-2, 14",,,Авангард-2 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,,+05:00,5.0,1,87755066604,,,,,,https://instagram.com/xristina_nailmaster,,https://wa.me/77755066604,,,,,,,47.094985,51.876942,https://2gis.com/firm/70000001057692636,branch
Парикмахерская,,Парикмахерские; Ногтевые студии,"улица Курмангазы, 26",1 бутик; 1 этаж,,Медиков м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:30-19:00; Вт: 09:30-19:00; Ср: 09:30-19:00; Чт: 09:30-19:00; Пт: 09:30-19:00; Сб: 09:30-19:00; Вс: 09:30-19:00 (летний период: пн-вс 9:00-19:00),+05:00,1.1,3,,,,,,,,,,,,,,,,47.095339,51.873582,https://2gis.com/firm/70000001035273305,branch
Парикмахерская,ИП Баямирова,Парикмахерские,"улица Курмангазы, 26",27 бутик; 1 этаж,,Медиков м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:30-19:00; Вт: 09:30-19:00; Ср: 09:30-19:00; Чт: 09:30-19:00; Пт: 09:30-19:00; Сб: 09:30-19:00; Вс: 09:30-19:00,+05:00,,,,,,,,,,,,,,,,,,47.095605,51.873007,https://2gis.com/firm/70000001097157376,branch
Парикмахерская,,Парикмахерские; Ногтевые студии,"улица Каршымбай Ахмедияров, 28Б",,,Балыкши м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,,,87789341516,,,,,,https://instagram.com/anargul_kutybaeva,,https://wa.me/77789341516,,,,,,,47.076955,51.885826,https://2gis.com/firm/70000001080256382,branch
Парикмахерская,,Парикмахерские,"проспект Бейбитшилик, 55",1 этаж,,Балыкши м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,5.0,6,87082219108,,,,,,,,https://wa.me/77082219108,,,,,,,47.082187,51.878752,https://2gis.com/firm/70000001046413684,branch
Tanzila,салон красоты,Парикмахерские; Визажисты; Ногтевые студии; Оформление бровей и ресниц; Эпиляция,"проспект Бейбитшилик, ст59",,,Балыкши м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи: пн-вс),+05:00,3.5,7,87017000591,87788528255,,,,,https://instagram.com/nails_almush,,https://wa.me/77788528255,https://wa.me/77017000591,,,,,,47.081509,51.877504,https://2gis.com/firm/70000001045783752,branch
Daryn,​альтернативная медицина,Косметолог; Альтернативная медицина; Массажист,,,,Акжар с.,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,,+05:00,5.0,1,87028298327,,,,,,https://instagram.com/daryn_hidjama,,,,,,,,,47.213693,51.943669,https://2gis.com/firm/70000001091469128,branch
Кабинет эпиляции,,Эпиляция,"микрорайон Нурсая, 72",,,Нурсая м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,,,87025175499,,,,,,https://instagram.com/shugar_aliya_06,,https://wa.me/77025175499,,,,,,,47.118598,51.853838,https://2gis.com/firm/70000001090518168,branch
Dami Beauty Studio,,Парикмахерские,,,,Оркен м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,,+05:00,,,,,,,,,,,,,,,,,,47.091357,51.853689,https://2gis.com/firm/70000001097454591,branch
Danskyi,кабинет женского массажа,SPA-процедуры; Массажист; Обучение массажистов; Эпиляция,"улица Темирхана Бимакова, 22а",,,Оркен м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,,,87774379191,,,,,,https://instagram.com/danskyi_massage,,https://wa.me/77774379191,,,,,,,47.092317,51.851808,https://2gis.com/firm/70000001061496085,branch
Кабинет массажа и эпиляции,,Эпиляция; Массажист,"улица Адгама Каримова, 117/4 стр",,,Самал-2 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 14:00-18:00; Вт: 14:00-18:00; Ср: 14:00-18:00; Чт: 14:00-18:00; Пт: 14:00-18:00; Сб: 14:00-18:00; Вс: 14:00-18:00,+05:00,5.0,1,87025814004,,,,,,https://instagram.com/shuga.aigul,,https://wa.me/77025814004,,,,,,,47.123227,51.841844,https://2gis.com/firm/70000001077443446,branch
Кабинет эпиляции,,Эпиляция; Оформление бровей и ресниц,"7-я улица, 1",,,Оркен 2 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,"Пн: 09:00-13:00, 14:00-23:00; Вт: 09:00-13:00, 14:00-23:00; Ср: 09:00-13:00, 14:00-23:00; Чт: 09:00-13:00, 14:00-23:00; Пт: 09:00-13:00, 14:00-23:00; Сб: 09:00-13:00, 14:00-23:00",+05:00,,,87022461587,,,,,,https://instagram.com/shugar_lami_akmaral,,https://wa.me/77022461587,,,,,,,47.082182,51.84191,https://2gis.com/firm/70000001089267089,branch
Парикмахерская,,Парикмахерские,"улица Сабыра Бекмагамбетова, 183а",1 этаж,,Жумыскер м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,"Вт: 10:00-13:00, 14:30-19:00; Ср: 10:00-13:00, 14:30-19:00; Чт: 10:00-13:00, 14:30-19:00; Пт: 10:00-13:00, 14:30-19:00; Сб: 10:00-13:00, 14:30-19:00; Вс: 10:00-13:00, 14:30-19:00",+05:00,,,87027641012,,,,,,,,,,,,,,,47.065264,51.853766,https://2gis.com/firm/70000001090724461,branch
Парикмахерская,,Парикмахерские,,,,Акжар с.,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,,+05:00,,,87757940994,,,,,,,,https://wa.me/77757940994,,,,,,,47.213693,51.943669,https://2gis.com/firm/70000001091480907,branch
Сұлу,парикмахерская,Парикмахерские,"27-я улица, 40",,,Еркинкала-2 м-н,,,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,,,87760662111,,,,,,,,https://wa.me/77760662111,,,,,,,47.021822,51.788042,https://2gis.com/firm/70000001080102070,branch
Аружан,парикмахерская,Парикмахерские,,,,,,,Атырау городская администрация,Атырауская область,Казахстан,"Вт: 10:00-12:00, 14:00-18:00; Ср: 10:00-12:00, 14:00-18:00; Чт: 10:00-12:00, 14:00-18:00; Пт: 10:00-12:00, 14:00-18:00; Сб: 10:00-12:00, 14:00-18:00; Вс: 10:00-12:00, 14:00-18:00",+05:00,,,87025176574,,,,,,https://instagram.com/dina74da,,https://wa.me/77025176574,,,,,,,46.964343,51.763613,https://2gis.com/firm/70000001094104992,branch
