Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,YouTube,Широта,Долгота,2GIS URL,Тип
Акбота,мебельный салон,Мебельные магазины; Мебель для культурно-досуговых учреждений; Детская мебель; Корпусная мебель; Мебель для кухни,"проспект Султана Бейбарыса, 14",,,Привокзальный-3 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:30-19:00; Вт: 09:30-19:00; Ср: 09:30-19:00; Чт: 09:30-19:00; Пт: 09:30-19:00; Сб: 09:30-19:00; Вс: 09:30-19:00,+05:00,3.7,3,87122366225,87012220885,87759525123,,,,,https://instagram.com/akbota_mebel_atyrau,,,https://wa.me/77012220885,https://wa.me/77759525123,https://wa.me/77022149191,,,,47.12466,51.951874,https://2gis.com/firm/70000001035236166,branch
Даниял ,мебельный дом,Мебельные магазины; Мебель для кухни; Мягкая мебель; Детская мебель; Корпусная мебель; Матрасы,"трасса Атырау-Доссор, 3/5",,,Мунайшы ж/м,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,3.3,16,87122319896,,,,,,,https://instagram.com/mebelnyidomdaniyal_official,https://facebook.com/MebelnyiDomDaniyal,,,,,,,,47.140226,51.941729,https://2gis.com/firm/70000001035726968,branch
АЙЫМ МЕБЕЛЬ,мебельный салон,Мебель для кухни; Мягкая мебель; Мебель для общественного питания; Мебель из стекла,"улица Курмангазы, 72а",1 бутик; 1 этаж,,Жеруйык м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.8,9,87010323322,87756855571,,,,,,https://instagram.com/mebel.atyrau.aiym,,,https://wa.me/77010323322,https://wa.me/77756855571,,,,,47.115928,51.886566,https://2gis.com/firm/70000001034900748,branch
Ideal mebel,мебельный магазин,Мебельные магазины; Мебель для кухни; Корпусная мебель,"проспект Султана Бейбарыса, 31а",2 этаж,,Мясокомбинат м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,1,87759409399,87781711455,,,,,,https://instagram.com/ideal_mebel_atyrau,,,https://wa.me/77759409399,,,,,,47.118088,51.944844,https://2gis.com/firm/70000001092743542,branch
Aiara,мебельный салон,Мебель для кухни; Мягкая мебель; Корпусная мебель; Детская мебель,"улица Курмангазы, 39",2 этаж,,Лесхоз м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,,,87751565600,,,,,,,https://instagram.com/mebel.aiara.atyrau,,,https://wa.me/77751565600,,,,,,47.097973,51.874516,https://2gis.com/firm/70000001080820165,branch
Асар,торговый дом,Мебель для кухни; Бытовая техника; Корпусная мебель; Мягкая мебель; Посуда,"улица Сырым Датова, 186",,,СМП-163 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,2.8,2,87122368556,87014918281,,,,,,https://instagram.com/td_asar,,,https://wa.me/77014918281,,,,,,47.121484,51.960247,https://2gis.com/firm/70000001035554568,branch
Ару,мебельный салон,Мебельные магазины; Мебель для кухни; Мягкая мебель; Корпусная мебель; Детская мебель,"трасса Атырау-Доссор, 46",,,Береке м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,2.1,6,87789759191,,,,,,,https://instagram.com/aru_mebel_atyrau,,,https://wa.me/77789759191,,,,,,47.143616,51.959551,https://2gis.com/firm/70000001035801356,branch
DomIdea ИКЕА,,Мебель для кухни; Посуда; Аксессуары для ванных комнат,"проспект Султана Бейбарыса, 45Б",15 бутик; 1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-18:30; Вт: 10:00-18:30; Ср: 10:00-18:30; Чт: 10:00-18:30; Пт: 10:00-18:30; Сб: 10:00-18:30; Вс: 10:00-18:30,+05:00,,,87021991412,,,,,,,https://instagram.com/domidea_dina,,,https://wa.me/77021991412,,,,,,47.125095,51.95367,https://2gis.com/firm/70000001056013744,branch
Light home,,Мебель для кухни; Светотехника; Мягкая мебель; Офисная мебель; Художественные товары,"проспект Абулхайр-хана, 63 блок 7",,,Нурсая м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,2,87018291077,,,,,,,https://instagram.com/light_home_atyrau,,,https://wa.me/77018291077,,,,,,47.108614,51.863725,https://2gis.com/firm/70000001059934106,branch
Камилла ,мебельный салон,Мебель для кухни; Корпусная мебель; Мягкая мебель,"улица Сырым Датова, 191",2 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,,,87072226867,,,,,,,https://instagram.com/mebel_atyrau_kamilla,,,https://wa.me/77072226867,,,,,,47.122315,51.959397,https://2gis.com/firm/70000001090284873,branch
Tak-Mebel,мебельный салон,Мебельные магазины; Мебель для кухни; Корпусная мебель; Мягкая мебель,"микрорайон Привокзальный 3а, 63а",1-2 этаж,,Привокзальный-3а м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-18:30; Вт: 10:00-18:30; Ср: 10:00-18:30; Чт: 10:00-18:30; Пт: 10:00-18:30; Сб: 10:00-18:30; Вс: 10:00-18:30,+05:00,5.0,4,87785700677,87759307070,,,,,,https://instagram.com/tak_mebel_atyrau,,,https://wa.me/77785700677,https://wa.me/77759307070,,,,,47.12982,51.951373,https://2gis.com/firm/70000001035716848,branch
Мебельный салон,ИП Маулетжанова А.Е.,Мебельные магазины; Мягкая мебель; Корпусная мебель; Мебель для кухни; Матрасы,"Муса Баймуханова улица, 70Б",1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,3,87019037712,,,,,,,https://instagram.com/rash.mebel.atyrau,,,https://wa.me/77019037712,,,,,,47.125784,51.960893,https://2gis.com/firm/70000001035792314,branch
Байтерек,мебельный бутик,Мебель для кухни; Корпусная мебель; Детская мебель; Матрасы,"проспект Исатая Тайманова, 133/1",4 бутик; 1 ангар,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-17:00,+05:00,5.0,2,87021529399,,,,,,,https://instagram.com/mebel_atyrau_bayterek,,,https://wa.me/77021529399,,,viber://chat/?number=77021529399,https://t.me/+77021529399,,47.138489,51.894668,https://2gis.com/firm/70000001035251226,branch
HRC,компания,Мебель для кухни; Посуда; Оборудование для общественного питания,"Георгия Канцева улица, 8в",1-2 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 08:30-18:00; Вт: 08:30-18:00; Ср: 08:30-18:00; Чт: 08:30-18:00; Пт: 08:30-18:00,+05:00,3.0,4,87122300878,87751058678,,,,http://ecober.com,,https://instagram.com/ecober_horeca,,,https://wa.me/77751058678,,,,,,47.111488,51.937432,https://2gis.com/firm/70000001035407856,branch
Мебельный салон,ИП Камешова,Мебельные магазины; Мебель для кухни; Корпусная мебель; Мягкая мебель; Детская мебель; Матрасы; Мебельная фурнитура,"Муса Баймуханова улица, 70Б",1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,1.0,1,87780303494,,,,,,,https://instagram.com/aridatyrau.kz,,,https://wa.me/77780303494,,,,,,47.125784,51.960893,https://2gis.com/firm/70000001035792277,branch
Shah,мебельный салон,Мебель для кухни; Корпусная мебель,"улица Сырым Датова, 54",1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,,,87750841001,,,,,,,https://instagram.com/shah_mebel_atyrau,,,https://wa.me/77750841001,,,,,,47.104454,51.944258,https://2gis.com/firm/70000001078823839,branch
RamiNur,салон мебели,Мебель для кухни; Корпусная мебель,"улица Курмангазы, 72а",1 этаж,,Жеруйык м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,,,87074505078,,,,,,,https://instagram.com/raminur_kz,,,https://wa.me/77074505078,,,,,,47.115798,51.886536,https://2gis.com/firm/70000001089627726,branch
Pro Loft,мебельный магазин,Мебель для кухни; Мягкая мебель; Корпусная мебель,"улица Отешкали Атамбаев, 77а",22 кабинет; 2 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,,+05:00,5.0,1,87011846504,,,,,,,https://instagram.com/pro_loft_atyrau01,,,https://wa.me/77011846504,,,,,,47.09299,51.919499,https://2gis.com/firm/70000001065640784,branch
Lite Mebel,мебельный магазин столов и стульев,Мебель для кухни; Офисная мебель,"Муса Баймуханова улица, 61",,,Привокзальный-3а м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,,+05:00,,,87029425212,,,,,,,,,,https://wa.me/77029425212,,,,,,47.129919,51.950523,https://2gis.com/firm/70000001084535055,branch
SЭT LINE-Салауат,мебельный салон,Мебельные магазины; Матрасы; Корпусная мебель; Мебель для кухни; Детская мебель; Мягкая мебель,"улица Абая, 9",1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,3.7,3,87010161414,,,,,,,https://instagram.com/ortoped_matras_atyrau,,,https://wa.me/77010161414,,,,,,47.104831,51.927892,https://2gis.com/firm/70000001035629188,branch
ADF Decor,студия мебели,Мебель для кухни; Мягкая мебель; Корпусная мебель; Детская мебель; Офисная мебель,"микрорайон Нурсая, 73",,,Нурсая м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00,+05:00,,,87015010304,,,,,,,https://instagram.com/adf_decor,,,https://wa.me/77015010304,,,,,,47.11835,51.85484,https://2gis.com/firm/70000001078595239,branch
Master Mebel Atyrau,,Мебель для кухни; Мебельные фабрики,"улица Нариман Улкенбайулы, 23",,,Самал м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,,+05:00,5.0,7,,,,,,,,https://instagram.com/master_mebel_atyrau,,,https://wa.me/77022411191,,,,,,47.12205,51.865039,https://2gis.com/firm/70000001096323585,branch
Мебельный магазин,,Мебельные магазины; Мягкая мебель; Корпусная мебель; Мебель для кухни,"проспект Султана Бейбарыса, 45/44",2 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00,+05:00,5.0,3,87789237913,87756819208,,,,,,,,,https://wa.me/77789237913,https://wa.me/77756819208,,,,,47.124688,51.95751,https://2gis.com/firm/70000001038867790,branch
Tela,мебельная компания,Мебель для кухни; Офисная мебель,"Махамбета Утемисова улица, 100",5/2 офис; 2 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-16:00,+05:00,,,87006196355,,,,,,,https://instagram.com/tela.kz,,,https://wa.me/77006196355,,,,,,47.113463,51.928857,https://2gis.com/firm/70000001093495762,branch
Ампир,мебельная фабрика,Мебель для кухни; Мебельные фабрики; Корпусная мебель; Офисная мебель,"улица Салтанат Балгымбаев, 50",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,,,87716002629,,,,,,,,,,https://wa.me/77716002629,,,,,,47.112449,51.915561,https://2gis.com/firm/70000001096427903,branch
Магазин мебели для кухни,,Мебельные магазины; Мебель для кухни,"проспект Султана Бейбарыса, 14Б",,,Привокзальный-3 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-18:30; Вт: 10:00-18:30; Ср: 10:00-18:30; Чт: 10:00-18:30; Пт: 10:00-18:30; Сб: 10:00-18:30; Вс: 10:00-18:30,+05:00,,,87122366225,,,,,,,,,,,,,,,,47.125035,51.952131,https://2gis.com/firm/70000001045189200,branch
Ангстрем,мебельный салон,Мебельные магазины; Мебель для кухни; Корпусная мебель,"улица Сырым Датова, 58",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,,,87759933624,,,,,,,,,,,,,,,,47.104841,51.945384,https://2gis.com/firm/70000001080394624,branch
Ikea,мебельный салон,Мебельные магазины; Мягкая мебель; Корпусная мебель; Посуда; Портьерные ткани / Шторы; Домашний текстиль; Матрасы; Мебельная фурнитура,"трасса Атырау-Доссор, 44",2 бутик; 1 этаж,,Береке м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.5,18,87020610895,87020610894,,,,,,https://instagram.com/idea_dom_atyrau,,,https://wa.me/77020610895,,,,,,47.143581,51.958392,https://2gis.com/firm/70000001080965990,branch
Askona,"фирменный салон матрасов, кроватей и товаров для сна",Мягкая мебель; Матрасы; Домашний текстиль,"проспект Каныша Сатпаева, 43а",2 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,5.0,95,87715588976,,,,,http://askona.kz,,https://instagram.com/askona_official.kz,https://facebook.com/askona.kz,,https://wa.me/77715588976,,,,,,47.105417,51.882688,https://2gis.com/firm/70000001086797451,branch
Askona,"фирменный салон матрасов, кроватей и товаров для сна",Мягкая мебель; Матрасы; Кованые изделия; Домашний текстиль,"улица Курмангазы, 11",2 этаж,,Авангард-4 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.9,106,87715531029,,,,,http://askona.kz,,https://instagram.com/askona_official.kz,https://facebook.com/askona.kz,,,,,,,,47.100215,51.879937,https://2gis.com/firm/70000001054386294,branch
Askona,"фирменный салон матрасов, кроватей и товаров для сна",Мягкая мебель; Матрасы; Кованые изделия; Домашний текстиль,"Муса Баймуханова улица, 66Б",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,50,87715047738,,,,,http://askona.kz,,https://instagram.com/askona_official.kz,https://facebook.com/askona.kz,,,,,,,,47.128501,51.957293,https://2gis.com/firm/70000001089377215,branch
Deco room,мебельный салон,Мебельные магазины; Корпусная мебель; Мягкая мебель; Матрасы; Детская мебель; Офисная мебель,"улица Сырым Датова, 62",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-18:00,+05:00,3.6,9,87768181099,,,,,,,https://instagram.com/deco_room_mebel_atyrau_,,,https://wa.me/77768181099,,,,https://t.me/+77768181099,,47.107736,51.950317,https://2gis.com/firm/70000001037983419,branch
Центр матрасов Атырау,компания по продаже матрасов и кроватей,Корпусная мебель; Матрасы; Домашний текстиль; Кованые изделия; Ортопедические товары,"Муса Баймуханова улица, 61",64 бутик; 1 этаж,,Привокзальный-3а м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-17:00,+05:00,,,7272,,,callcenter@centersna.kz,,http://centermatrasov.kz,,https://instagram.com/centermatrasov,,,https://wa.me/77088887272,,,,,,47.129939,51.950325,https://2gis.com/firm/70000001063099879,branch
Alkatur,компания по изготовлению мебели на заказ,Корпусная мебель,"проспект Азаттык, 151",2 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,87015294729,,,,,,,https://instagram.com/alkatur_atyrau,,,https://wa.me/77015294729,,,,,,47.084882,51.904104,https://2gis.com/firm/70000001080861676,branch
Дом кроваток,магазин детских кроваток и мебели,Корпусная мебель; Детская мебель; Товары для новорождённых; Домашний текстиль; Матрасы,"Муса Баймуханова улица, 61",22а бутик; 1 этаж,,Привокзальный-3а м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,5.0,1,87752125677,87713524377,,,,,,https://instagram.com/domkrovatok_atyrau,,,https://wa.me/77752125677,https://wa.me/77713524377,,,,,47.129939,51.950325,https://2gis.com/firm/70000001075445020,branch
Sheberbay,организация по изготовлению казахских столов,Мебель на заказ; Мебель для кухни,"269-я улица, 61",,,СМП-224 м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,5.0,4,87006007702,,,,,,,https://instagram.com/kulsary_zherstol,,,https://wa.me/77006007702,,,,,,46.964726,53.934855,https://2gis.com/firm/70000001080855163,branch
Grand Jihaz Qulsary,цех,Мебель на заказ; Мебель для кухни; Мебель для ванных комнат,,,,,,Кульсары,Жылыойский район,Атырауская область,Казахстан,"Пн: 09:00-12:00, 14:00-19:00; Вт: 09:00-12:00, 14:00-19:00; Ср: 09:00-12:00, 14:00-19:00; Чт: 09:00-12:00, 14:00-19:00; Пт: 09:00-12:00, 14:00-19:00; Сб: 09:00-12:00, 14:00-19:00; Вс: 09:00-12:00, 14:00-19:00",+05:00,,,87013448848,,,,,,,https://instagram.com/mebel.kulsary,,,,,,,,,46.966254,53.981766,https://2gis.com/firm/70000001097177605,branch
Dostyk,мебельный магазин,Мебель на заказ; Мебельные магазины; Мебель для кухни; Мебель для ванных комнат; Медицинская и лабораторная мебель; Офисная мебель; Детская мебель,"улица Сырым Датов, 58/1",,,Орталык м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,"Пн: 09:00-12:30, 14:00-19:00; Вт: 09:00-12:30, 14:00-19:00; Ср: 09:00-12:30, 14:00-19:00; Чт: 09:00-12:30, 14:00-19:00; Пт: 09:00-12:30, 14:00-19:00",+05:00,,,87789091153,,,,,,,https://instagram.com/mebel.dostyk_kulsary,,,https://wa.me/77789091153,,,,,,46.959588,53.996625,https://2gis.com/firm/70000001076989842,branch
Дом мебели ,,Мебель на заказ; Мебель для кухни; Корпусная мебель,,,,Думан м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+05:00,,,87758409262,,,,,,,https://instagram.com/dom_mebeli_kulsary,,,https://wa.me/77758409262,,,,,,46.964873,54.012376,https://2gis.com/firm/70000001090506552,branch
Би-Жиһаз,мебельный салон,Мебельные магазины; Мягкая мебель; Корпусная мебель; Матрасы,"Муса Баймуханова улица, 61",23 бутик; 1 этаж,,Привокзальный-3а м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-18:00,+05:00,5.0,1,87082337640,,,,,,,https://instagram.com/mebel_bizhihaz,,,https://wa.me/77082337640,,,,,,47.129939,51.950325,https://2gis.com/firm/70000001035677699,branch
Perrino,магазин матрасов и кроватей,Корпусная мебель; Матрасы,"улица Сырым Датова, 62",2 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-18:00,+05:00,5.0,2,87768181099,,,,,http://perrino.ru,,,,,https://wa.me/77768181099,,,,,,47.107736,51.950317,https://2gis.com/firm/70000001034618953,branch
Latun,интернет-магазин,Корпусная мебель; Декоративные отделочные элементы и материалы; Стекло / Зеркала,,,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,,,87010339990,,,,,,,https://instagram.com/latun_west,,,https://wa.me/77010339990,,,,,,,,https://2gis.com/firm/70000001061834625,branch
Зинеден,центр заказа по реставрации мебели,Ремонт мебели,,,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,5.0,2,87020283946,,,,,,,,,,https://wa.me/77020283946,,,,,,,,https://2gis.com/firm/70000001041218450,branch
Жанар,мебельный магазин,Мебель для кухни; Ковры; Детская мебель; Мягкая мебель; Бытовая техника,"жилмассив Промзона, 58",,,Промышленная зона,,Кульсары,Жылыойский район,Атырауская область,Казахстан,"Пн: 09:30-12:30, 14:30-18:30; Вт: 09:30-12:30, 14:30-18:30; Ср: 09:30-12:30, 14:30-18:30; Чт: 09:30-12:30, 14:30-18:30; Пт: 09:30-12:30, 14:30-18:30; Сб: 09:30-12:30, 14:30-18:30; Вс: 09:30-12:30, 14:30-18:30",+05:00,,,87016240455,87017515121,,,,,,https://instagram.com/janar_jihaz,,,https://wa.me/77016240455,https://wa.me/77017515121,,,,,46.946629,53.984706,https://2gis.com/firm/70000001076396947,branch
